sentence_id,text,source_name,label,label_name,llm_label,llm_rationale,llm_raw,n_retries,parse_failed,latency_sec
8357fe39-6033-4eb7-8292-139b476a39da,"They had never developed the technology of smelting to create bronze, iron, or steel.",american-thinker,0,non-biased,non-biased,Neutral factual description of a historical technological limitation.,"{""label"": ""non-biased"", ""rationale"": ""Neutral factual description of a historical technological limitation.""}",0,False,5.78
b86bd651-c40e-4f82-ae5a-c9620146da3c,"Time and again, we have seen this story play out: The self-appointed guardians of everyone else's sexual morality often have rather exotic sex lives of their own.",salon,1,biased,biased,Loaded evaluative language: 'self-appointed guardians' and 'exotic sex lives',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'self-appointed guardians' and 'exotic sex lives'""}",0,False,6.64
c46057bd-5722-4f9c-8db9-c9de05a2b964,"Gary Edinger of Benjamin, Aaronson, Edinger & Patanzo is serving as local counsel.",alternet,0,non-biased,non-biased,Neutral attribution language,"{""label"": ""non-biased"", ""rationale"": ""Neutral attribution language""}",0,False,4.7
93ce256a-033c-4ceb-820a-100601b950c9,"Despite this, Truss is expected to formally present the bill on Wednesday during a House of Commons hearing where its MP backers will also attend, PinkNewsUK also reported.",washington-blade,0,non-biased,non-biased,Neutral attribution language and factual reporting,"{""label"": ""non-biased"", ""rationale"": ""Neutral attribution language and factual reporting""}",0,False,5.17
7fe5211a-e747-4d2a-a372-a70d3b7ca64d,But that particular prize went to the public vote and Clooney was pipped to the post by Emma Watson.,vogue,0,non-biased,biased,Loaded evaluative language ('pipped to the post'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('pipped to the post')""}",0,False,5.64
c00b67a4-b722-4d44-9210-81c3b1121f26,"In particular, the way photojournalistic witness and representation can be completely revolutionized by this tool.",vogue,0,non-biased,biased,Loaded evaluative language: 'completely revolutionized',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'completely revolutionized'""}",0,False,5.58
654f5340-9e53-45c9-846c-d62928e3d566,"But once you get to the ballot box, you've got to pick yes or no.",christianity-today,0,non-biased,biased,Loaded evaluative language ('got to'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('got to')""}",0,False,4.92
b0c4c60f-66ab-44ff-b2c6-b99d8aec5c54,"She referenced Hamas' treatment of Shani Louk, who was paraded around naked by Hamas terrorists after their brutal attack on attendees at a music festival.",fox-business,1,biased,biased,"Loaded evaluative language: 'brutal', emotive description of victim's experience","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'brutal', emotive description of victim's experience""}",0,False,6.65
1feed39a-cbc6-4623-96e7-baac043a54a6,"The good news is that this crude and very stupid... 0 Recs White House Picture of the Day for December 5th, 2023 Welcome to White House Picture of the Day (Formerly known as MF Daily and before that, Mojo Friday’s Weekly Open Thread) Showcasing a photo from the White House Photography staff, led by Adam ... 0 Recs Exploring Literary Delights: A Guide to the Best Bookstores in Dubai Welcome, fellow book enthusiasts, to a literary journey through the vibrant tapestry of Dubai's book scene.",daily-kos,0,non-biased,biased,Loaded evaluative language,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language""}",0,False,4.97
7d9918b6-7dbb-4689-8a8d-38cfae34974b,Did Prime Minister Netanyahu see any of this intelligence warning of a Hamas attack?,abc-news,0,non-biased,non-biased,"Neutral phrasing, no loaded language or evaluative claims","{""label"": ""non-biased"", ""rationale"": ""Neutral phrasing, no loaded language or evaluative claims""}",0,False,5.98
b0509d8b-7b65-41e7-b554-4e3c10d3966c,Eligibility Criteria for Online Loans For Bad Credit USA up to $50K Over 18s only Legal citizens/residents of the USA only Local US bank account Pros of Online Loans For Bad Credit USA up to $50K Decisions in 2 minutes Quick payouts on approval 10+ years repayments Cons of Online Loans For Bad Credit USA up to $50K Penalties apply to contract breaches.,newsmax,0,non-biased,biased,"Loaded language and evaluative framing, e.g., 'Pros' and 'Cons'","{""label"": ""biased"", ""rationale"": ""Loaded language and evaluative framing, e.g., 'Pros' and 'Cons'""}",0,False,7.16
fb6217e7-ff15-4bf5-ac4c-e5ff68281faa,"A refusal to take sides, even in the face of such grotesque and undeniable horrors, was nothing short of a moral failing.",townhall,1,biased,biased,"Loaded evaluative language ('grotesque', 'moral failing')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('grotesque', 'moral failing')""}",0,False,6.35
1a52b1db-88f6-426b-b358-99f484f04391,"Yet, May Golan, Minister for the Advancement of the Status of Women in Israel, said she asked Obama to comment on Hamas' brutality.",townhall,0,non-biased,non-biased,"Neutral attribution language, no loaded evaluative terms","{""label"": ""non-biased"", ""rationale"": ""Neutral attribution language, no loaded evaluative terms""}",0,False,5.71
203f233a-4160-40f9-a1df-98d5c27c4260,"Instead it lingers, preventing us from figuring out what we are interested in, and limiting our attention span.",the-conversation,1,biased,biased,"Loaded evaluative language: 'lingers', 'preventing', 'limiting'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'lingers', 'preventing', 'limiting'""}",0,False,6.79
aa714a34-9508-44ea-9370-91eb0e8e0321,Ted Snider is a regular columnist on US foreign policy and history at Antiwar.com and The Libertarian Institute.,infowars,0,non-biased,non-biased,"Neutral attribution language, no loaded or evaluative terms.","{""label"": ""non-biased"", ""rationale"": ""Neutral attribution language, no loaded or evaluative terms.""}",0,False,6.21
76c1a4bc-9faa-4a69-b22a-da7bb72bf7e9,Rare is the TV show where hair product is a major plot point.,vox,0,non-biased,biased,Loaded evaluative language ('Rare' implies exceptionalism),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('Rare' implies exceptionalism)""}",0,False,5.41
d529509b-5766-4c07-9cf0-6bbd1811726b,"Radical ideologues, whose ideas even the modern Democratic Party had always rejected, gained power in 2021 and, with impunity, implemented an extreme reality-divorced theology about immigration.",wnd,1,biased,biased,"Loaded evaluative language: 'radical', 'extreme', 'reality-divorced'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'radical', 'extreme', 'reality-divorced'""}",0,False,7.26
e5440a62-217a-4960-aa59-fb9f96366083,"Color makes food fun, even when it doesn’t make any sense.",the-atlantic,0,non-biased,biased,Subjective evaluative framing of a non-controversial topic,"{""label"": ""biased"", ""rationale"": ""Subjective evaluative framing of a non-controversial topic""}",0,False,5.63
b50a70c1-f5e0-4a7a-9dbb-8abccebb34e7,"Rosin: Dan, you said you had some ideas about why this discovery didn’t get the credit and hoopla that it deserved.",the-atlantic,0,non-biased,non-biased,"Neutral phrasing, no loaded language or evaluative claims.","{""label"": ""non-biased"", ""rationale"": ""Neutral phrasing, no loaded language or evaluative claims.""}",0,False,6.19
1b7bf678-b86a-49ab-a0dc-a7b7d2969ea2,"It is a sympathetic idea: people are susceptible to temptation, and perhaps it is a characteristic of an ageing democracy that there is never a shortage of people willing to seduce them.",the-guardian,1,biased,biased,"Loaded evaluative language ('sympathetic', 'seduce')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('sympathetic', 'seduce')""}",0,False,6.15
260d4ffa-50a6-4b59-a7e4-62db02208edb,"We will be timely and topical, but we won’t be slaves to the relentless pace of the news cycle.",the-dispatch,0,non-biased,biased,Loaded evaluative language: 'relentless pace' implies negative connotation,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'relentless pace' implies negative connotation""}",0,False,6.42
f1ba5c83-8d54-48b1-942e-d4cee1764feb,"The Fast Fire Watch Company understands this better than anyone else, which is why they have become the most trusted fire watch service provider in the United States.",newsmax,1,biased,biased,Loaded evaluative language: 'most trusted',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'most trusted'""}",0,False,5.16
66e72b6b-fb5a-4018-8023-69724d73cba2,"Because a higher speed limit, it hoped, would encourage greater use, and thus more toll revenue.",slate,0,non-biased,biased,Loaded evaluative language: 'hoped' implies positive outcome,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'hoped' implies positive outcome""}",0,False,5.79
48ad65d7-a4c0-4427-bb12-9f84f658db1b,Is there any Republican not named Liz Cheney or some random backbencher on MSNBC?,townhall,1,biased,biased,Loaded language and evaluative framing of opposing party members,"{""label"": ""biased"", ""rationale"": ""Loaded language and evaluative framing of opposing party members""}",0,False,5.29
a6a63fda-9c02-4752-b65c-710768a3d414,"No longer concentrating on imposing heavy losses of life and weaponry from a defensive position, Russia is slowly advancing on several fronts and in several locations.",infowars,1,biased,biased,Loaded evaluative language ('heavy losses'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('heavy losses')""}",0,False,4.99
56fa1d4e-b412-4335-a90b-95e899069a80,"Is this if you were not in the industry whatsoever, or just not an actor?",vanity-fair,0,non-biased,non-biased,Neutral phrasing asks for clarification on a specific group.,"{""label"": ""non-biased"", ""rationale"": ""Neutral phrasing asks for clarification on a specific group.""}",0,False,6.06
35bda502-82ac-4ddb-a715-c523bd8c6f60,That has created a friendlier environment for online nonsense and coordinated disinformation.,vox,1,biased,biased,Loaded evaluative language: 'nonsense' and 'disinformation',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'nonsense' and 'disinformation'""}",0,False,5.98
1cb22d2d-0ceb-443d-b7f2-81f644bcb358,"Mariupol, in particular, became a symbol of the brutality of Russia’s invasion - mostly through the work of a team of Ukrainian journalists from the Associated Press, who were the last international reporters left in the city.",vox,0,non-biased,biased,Loaded evaluative language: 'brutality',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'brutality'""}",0,False,5.56
b79c20f9-1e87-45bf-b900-9392531487d4,It’s not all that surprising that some VC firms are willing to go public right now with their distaste toward the current administration’s approach to M&A.,fortune,1,biased,biased,"Loaded evaluative language: 'distaste', subjective framing","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'distaste', subjective framing""}",0,False,5.5
2f60a414-b04e-431b-9ade-632f3a915711,But their interests intersect: all want to undermine American legitimacy and to evade actual or potential sanctions.,the-economist,1,biased,biased,Loaded evaluative language: 'undermine legitimacy',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'undermine legitimacy'""}",0,False,5.34
3cbca56e-4fcc-47e4-b91c-2e0422d56e62,"But it is important to realize the root cause of these developments: rising demand to live in the neighborhoods between the Schuylkill and Wissahickon Creek, coupled with restrictive policies.",alternet,0,non-biased,biased,"Loaded evaluative language ('important', 'root cause')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('important', 'root cause')""}",0,False,5.59
b94f3a90-a54b-406d-945e-ee3cbd94155b,Some feel helpless and unsure about how to navigate this complex situation in class or at work.,christian-science-monitor,0,non-biased,non-biased,Neutral language describes a common emotional response.,"{""label"": ""non-biased"", ""rationale"": ""Neutral language describes a common emotional response.""}",0,False,5.51
d8c29a85-ceeb-46d1-a809-4059c2a774db,"As conservatives and libertarians, we often critique federal and state governmental programs that claim to save the earth from climate change and other forms of despoliation, but, in reality, the government itself often encourages poor stewardship.",the-american-spectator,1,biased,biased,"Loaded evaluative language: 'despoliation', 'poor stewardship'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'despoliation', 'poor stewardship'""}",0,False,6.68
b8caf147-c9c6-4076-86d5-91c111682951,"Though the evidence on mental health and mood still mostly comes from anecdotes, qualitative data and some small studies, scientists see it as one of the most promising veins of research.",npr,0,non-biased,non-biased,Neutral framing of uncertain scientific findings,"{""label"": ""non-biased"", ""rationale"": ""Neutral framing of uncertain scientific findings""}",0,False,5.16
6aef42a4-56f4-4b8e-8e24-d69de549ff9d,"It’s really only since the biological revolution in psychiatry that we’ve come to accept these justifications around drugs getting at certain neurotransmitters-serotonin, norepinephrine, etc.-that somehow altering the chemicals of our brains allow us to resume our normal activities.",current-affairs,0,non-biased,biased,"Loaded evaluative language: 'justifications', 'somehow'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'justifications', 'somehow'""}",0,False,6.16
b00d96c7-9fb2-4072-96cf-b585a60542c6,"We think our Old Money matriarch, Agnes, would be as charmed by this gift as a Lower East Side It-girl.",vogue,1,biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,4.77
51e05fdd-ba9f-495a-9454-ebcdc932b136,"Another book that hits all three of these notes is Y/N (Europa) by Esther Yi: a witty, astute, and self-aware (but not so self-aware as to be able to shake romantic obsession) tale of a woman’s infatuation with a younger man in a K-pop band, and the strange journey on which this infatuation takes her.",the-guardian,1,biased,biased,"Loaded evaluative language: 'witty', 'astute', 'self-aware'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'witty', 'astute', 'self-aware'""}",0,False,7.02
13d0641e-8457-4994-a404-b65dc6e72890,"Starbucks: If your first thought when someone mentions Starbucks is overpriced coffee served by young, woke baristas, that’s only half the story.",newsmax,1,biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,4.77
da721e36-fad5-4c5a-9c75-af7687b94d7b,"Discovery is what the festival has always been and remains about, going back to Soderbergh’s splashy debut and even before that.",vanity-fair,0,non-biased,biased,Loaded evaluative language ('splashy'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('splashy')""}",0,False,4.97
9f6595cd-d818-4131-9550-49d591b57b5b,"In addition to the rebirth of astrology as a serious worldview, nutritional mythology achieved new prominence.",american-thinker,1,biased,biased,Loaded evaluative language ('mythology' implies lack of scientific basis),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('mythology' implies lack of scientific basis)""}",0,False,6.31
77bcb12d-0b52-423e-b30b-4857cd652d53,"My intent in reminding you of the anxieties of previous generations-all that collective angst about television, movies, newspapers, and theater-is to help you see your situation as part of a lineage, a rite of passage through which all generations must proceed.",wired,0,non-biased,biased,"Loaded evaluative language: 'anxieties', 'collective angst'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'anxieties', 'collective angst'""}",0,False,6.49
394c950e-362d-450d-9327-7611167bf1ab,"When you think of Christian salvation, it is depicted in Scripture as a transfer.",the-christian-post,0,non-biased,biased,"Loaded evaluative language ('depicted', 'transfer')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('depicted', 'transfer')""}",0,False,5.46
c3521a13-ce7e-4bcb-a596-61994286a94e,"AMD has a 16-core monstrosity on the way, and that one’s not even using big.LITTLE architecture with different sized cores.",the-verge,0,non-biased,biased,Loaded evaluative language: 'monstrosity',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'monstrosity'""}",0,False,5.52
87078a7e-b70e-4ecb-93e5-ed283d98b06c,God has made a business out of turning tragedy into triumph.,fox-news,1,biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,4.58
99efafbc-813e-4fd6-8eb3-74494fb2a26f,"These types of contracts are characterised by low pay, variable hours and fewer rights and protections for workers.",the-independent,1,biased,biased,"Loaded evaluative language: 'low pay', 'fewer rights'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'low pay', 'fewer rights'""}",0,False,6.18
e93188a5-f665-4e1b-9f99-2c3e6de4bfae,"This includes a 16 percentage point drop in mathematics, nine percentage points in science and 12 percentage points in reading.",the-conversation,0,non-biased,non-biased,Neutral factual reporting of test scores.,"{""label"": ""non-biased"", ""rationale"": ""Neutral factual reporting of test scores.""}",0,False,5.54
b6a7f4b8-b66f-4929-b156-3589f1071cb6,As you’d expect from L+R Hotels - which has Chewton Glen and Cliveden House and Spa in its stable - every part of the resort is just so.,the-independent,1,biased,biased,Loaded evaluative language ('just so'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('just so')""}",0,False,4.94
386ebf72-a553-4406-9f99-7bba78ffaf2e,"Like now, the default is that we’re all moving incredibly fast.",the-atlantic,0,non-biased,biased,Loaded evaluative language: 'incredibly fast',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'incredibly fast'""}",0,False,5.39
74d22f7d-a8d9-488b-9a4c-6078d7ca504e,"The emails provided by American Oversight show the level of coordination between the Tarrant County group, called Tarrant County Citizens for Election Integrity, and like-minded organizations across the state.",alternet,0,non-biased,non-biased,Neutral attribution language to a specific source.,"{""label"": ""non-biased"", ""rationale"": ""Neutral attribution language to a specific source.""}",0,False,5.53
dc73a23b-cd58-48e5-98d2-374a16c1f6a9,"An individual standing up with just a microphone, and within 30 seconds to a minute, they can set up a premise, knock it down and have you laughing, and do that over and over again for an hour?",christianity-today,0,non-biased,biased,Loaded evaluative language: 'laughing' implies high entertainment value,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'laughing' implies high entertainment value""}",0,False,6.33
dd22debf-e2a9-470d-b170-833fc040ecb8,Chaos and comedy ensue as the boyfriend is put through the wringer by his new girlfriend's family.,az-central,1,biased,biased,Loaded evaluative language: 'wringer' implies a negative experience,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'wringer' implies a negative experience""}",0,False,6.04
838cd883-909d-42d8-918c-99a7306b2c09,We begin in the Batshit Crazy Repressive Laws State Copper State (really?,alternet,1,biased,biased,Loaded and evaluative language used to describe a place,"{""label"": ""biased"", ""rationale"": ""Loaded and evaluative language used to describe a place""}",0,False,5.27
e09c8600-a687-41c4-979f-563fd8791ac3,Private recruitment agencies sell the idea of working in Malta by offering attractive salaries.,al-jazeera,0,non-biased,biased,Loaded language: 'attractive' implies a positive evaluation,"{""label"": ""biased"", ""rationale"": ""Loaded language: 'attractive' implies a positive evaluation""}",0,False,5.46
2392cecd-7654-4ab6-b409-f04500542fba,"Students retreat into echo chambers where their beliefs go unchecked, and they are readily swept down radical rabbit holes in which Zoomer TikTokers are inexplicably celebrating the philosophy of Osama bin Laden.",new-york-post,1,biased,biased,Loaded evaluative language and unsupported evaluative claims,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and unsupported evaluative claims""}",0,False,5.22
142d898a-669f-478d-bc36-026b5cc7536d,As it is the government has proven they haven’t a clue about any of these things.,hotair,1,biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,4.77
e8b4edec-c8e1-4a39-9bab-9a7084bd40a2,It was in this pliable reality that the Fisk Jubilee Singers began to make their mark.,the-atlantic,1,biased,biased,Loaded evaluative language ('pliable'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('pliable')""}",0,False,5.06
c1f1df54-e916-4f29-8fb1-2cf57641d54b,"The once fusty dad-core piece has come a long way since the late 70s when Patagonia’s founder, Yvon Chouinard, explored using the fabric, eventually partnering with Massachusetts-based fabric maker Malden Mills, now Polartec, to create the first fleece.",the-guardian,0,non-biased,biased,Loaded evaluative language: 'fusty',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'fusty'""}",0,False,5.53
e9a8b493-e067-450d-9fb6-1f32eccacfaf,"Moreover, the focus on short-term tech solutions runs the risk of distracting from the underlying social and political causes of psychological diseases, such as workplace exploitation, financial instability, growing atomization, and limited access to quality health care, food, and housing.",jacobin,1,biased,biased,"Loaded evaluative language: 'distracting', 'underlying social and political causes'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'distracting', 'underlying social and political causes'""}",0,False,7.09
880145c2-82a3-44b8-897a-4e890f1d1e87,"If the latter, this tells us nothing about its truth or falsehood.",national-catholic-register,0,non-biased,non-biased,Neutral framing of a philosophical concept,"{""label"": ""non-biased"", ""rationale"": ""Neutral framing of a philosophical concept""}",0,False,5.01
fe073722-b790-42fb-940f-3702643f6d2d,"They looked around, saw that some people were doing better, some much better, and they got envious.",cnbc,1,biased,biased,Loaded evaluative language ('envious') frames the emotion as negative.,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('envious') frames the emotion as negative.""}",0,False,6.2
71ba78ea-e1dc-4f0b-8119-4645423ff905,The first was the creation of a Florida tag on the snarky news aggregator Fark.com in the mid-2000s.,reason,0,non-biased,biased,Loaded evaluative language: 'snarky',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'snarky'""}",0,False,5.27
c04a841a-c417-4945-927d-fb6bac394265,"And then the United States, of course, played this role, which we’ll focus right now on Argentina, in trying to get rid of all of them, and making their lives difficult so that they would be ousted, a number of them by coup d’etat.",fair,1,biased,biased,"Loaded evaluative language: 'get rid of', 'making their lives difficult'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'get rid of', 'making their lives difficult'""}",0,False,6.71
62b32f93-4f41-4c63-ad99-186e5dca5355,"But what is at stake is whether we, as a human society, will be able to recognize truth, discern reality, and prepare the rising generation to live confidently as image-bearers of God.""",the-christian-post,0,non-biased,biased,Loaded evaluative language with religious connotations,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language with religious connotations""}",0,False,5.03
603c7e44-1d97-4d5c-b97f-02804a3d1ebb,"Should they be focused on that mother’s inability to send her child to a public school that successfully educates kids, and does so without pushing politically charged policies on sex and race?",the-federalist,1,biased,biased,Loaded evaluative language: 'politically charged policies',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'politically charged policies'""}",0,False,5.57
bd9caa0f-66f4-4d47-a19c-cf8d0e440d2e,Not that any Hollywood producers were lining up to make this film.,washington-free-beacon,0,non-biased,biased,Loaded language implies negative opinion of the film's prospects,"{""label"": ""biased"", ""rationale"": ""Loaded language implies negative opinion of the film's prospects""}",0,False,5.23
5fe6d98d-fc89-4b31-a898-e4ee707d3aea,"This sunny assessment comes as a surprise to James Hansen, father of climate science, who has calculated that a massive temperature differential between the poles and the equator would occur with an AMOC shutdown, producing superstorms of immense fury across the Atlantic Ocean.",the-intercept,1,biased,biased,"Loaded evaluative language: 'sunny assessment', 'immense fury'","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'sunny assessment', 'immense fury'""}",0,False,6.47
9a0f4f55-2cf9-4501-b704-1149c019a3ca,"In the ensuing documentary, made by Dispatches, women very bravely told of their experiences with Brand in horrifying detail.",the-guardian,1,biased,biased,"Loaded evaluative language ('bravely', 'horrifying')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('bravely', 'horrifying')""}",0,False,6.31
046e417c-afdc-4080-a493-19756a4253b0,"This would mean that the drone program must change in order to treat civilians in Syria, Pakistan and elsewhere with the respect to which they are legally and morally entitled.",the-conversation,1,biased,biased,Loaded evaluative language: 'respect' implies a moral judgment,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'respect' implies a moral judgment""}",0,False,5.69
135de0e3-9dd9-4c11-b7e3-00a18c1c7ab6,"From the plush mattress to the crisp, expertly tucked white sheets, these beds truly take comfort and indulgence to another level.",cnet,1,biased,biased,Subjective evaluative language on a non-political topic,"{""label"": ""biased"", ""rationale"": ""Subjective evaluative language on a non-political topic""}",0,False,5.83
9a369721-9619-41c8-88e7-68f13603c7d4,"Everything is about sex except sex, which is about blah blah blah.",the-atlantic,1,biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,4.62
d6527a8d-ce7a-4f9f-b6ad-1e8170dd882b,"In fact, in 2022, Amazon observed and proactively blocked more than 200 million suspected fake reviews in its stores worldwide.",the-verge,0,non-biased,non-biased,Neutral reporting language with objective facts,"{""label"": ""non-biased"", ""rationale"": ""Neutral reporting language with objective facts""}",0,False,5.1
acf18605-97ae-4f88-a229-19b2039b3701,"The vacancies put huge pressure on House leaders who already struggled to pass partisan legislation, with key appropriations bills either failing or being pulled from consideration because of a lack of GOP support.",npr,0,non-biased,biased,"Loaded evaluative language ('huge pressure', 'struggled')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('huge pressure', 'struggled')""}",0,False,5.92
57e17fec-7720-4900-8163-3a766311cad4,"Afterwards, Fearnley is horrified, both by the crowd’s behaviour and frontman Shane MacGowan’s reaction, which involves turning on his bandmates and delivering them a lecture on human nature.",the-guardian,1,biased,biased,"Loaded evaluative language ('horrified', 'lecture')","{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('horrified', 'lecture')""}",0,False,5.8
eb07c2c2-69c7-4fb8-877c-38d7d687c56b,"From the September 2015 issue: How Wall Street’s bankers stayed out of jail But this time, the bailout proposal will likely face stiffer opposition, from both parties.",the-atlantic,0,non-biased,biased,Loaded evaluative language ('stayed out of jail'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('stayed out of jail')""}",0,False,5.51
55e7fd4f-3304-407d-8c92-052e5780ff48,Angela and Justin Plyler died instantly in the crash in 2005.,cbs-news,0,non-biased,non-biased,Neutral reporting of factual information,"{""label"": ""non-biased"", ""rationale"": ""Neutral reporting of factual information""}",0,False,4.86
9f80c557-0320-4701-ab54-6f4a0aa089c5,"Instead of trying to come up with a brand-new plan in a fractious conference, Republicans should rally around pro-growth policies that already unite them.",fox-business,1,biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,4.84
dd9ced79-73df-4d3a-bb6f-ba68afa5cfe1,"Vogue’s Favorite Meal Delivery Services of 2023: Best for Health and Wellness: Sakara Life, starting at $67 per week Sakara Life, starting at $67 per week Best for Endless Options: Home Chef, starting at $8 per serving Home Chef, starting at $8 per serving Best for Michelin-Chef Dining at Home: CookUnity, starting at $8 per meal CookUnity, starting at $8 per meal Best for the Home Chef: Hungryroot, starting at $65 per delivery Hungryroot, starting at $65 per delivery Best for Date Night: Blue Apron, starting at $61 per week Blue Apron, starting at $61 per week Best for Quick and Easy Meals: Factor, starting at $11 per meal Sakara Life’s Instagram-friendly prepackaged meals have long been the fashion flock’s go-to for a quick reset, but if a deep clean is in need, look no further than the brand’s multi-week programs, which let you reap the benefits of the Lily Aldridge-approved holistic service from the comfort of your own home.",vogue,0,non-biased,biased,Loaded evaluative language and subjective framing,"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language and subjective framing""}",0,False,6.88
ade1a0cb-8c48-44c8-9d09-1b7955e000e5,"MPI/Getty Images Disputed legacy Kissinger is widely seen as shrugging off responsibility for wartime decisions and the toll of the campaign in Cambodia, which government documents indicate he helped devise.",cnn,1,biased,biased,Loaded evaluative language ('shrugging off responsibility'),"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language ('shrugging off responsibility')""}",0,False,5.4
c67c4384-a185-4e2d-998b-35c7ca8b598b,"So they could have stepped in, create laboratories, and plenty of unlimited resources.",alternet,0,non-biased,biased,Loaded evaluative language: 'plenty of unlimited resources',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'plenty of unlimited resources'""}",0,False,5.63
6e548037-b267-45c6-8692-fbd7e202a2fc,"Then, according to auditors, when roads needed maintenance between 2018 and 2022, RDIC put it off, running costs up even higher.",the-federalist,0,non-biased,biased,loaded evaluative language: 'put it off' implies intentional neglect,"{""label"": ""biased"", ""rationale"": ""loaded evaluative language: 'put it off' implies intentional neglect""}",0,False,5.9
9be35775-698e-4fea-9fe3-3a94e2f174e2,"More than a thousand occupations have been closed to anyone who fails to kowtow to absurd state licensing requirements, from fortune tellers in Massachusetts to anyone rubbing feet in Arizona.",new-york-post,1,biased,biased,Loaded evaluative language: 'absurd',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'absurd'""}",0,False,5.22
6f7a917b-1b82-45e8-9fc5-d23e9cf42f36,In disguise: Oldman’s Oscar-winning performance as Winston Churchill in Darkest Hour.,the-guardian,1,biased,biased,Loaded evaluative language: 'Oscar-winning',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'Oscar-winning'""}",0,False,5.34
dee43806-589e-4595-886c-d5cbffaab59d,"Hunter, at the time, was deeply involved in sketchy business relationships with Ukraine’s Burisma Holdings and the CCP-linked CEFC China Energy.",american-greatness,1,biased,biased,Loaded evaluative language: 'sketchy',"{""label"": ""biased"", ""rationale"": ""Loaded evaluative language: 'sketchy'""}",0,False,5.34
